"item"	"group1"	"vars"	"n"	"mean"	"sd"	"median"	"trimmed"	"mad"	"min"	"max"	"range"	"skew"	"kurtosis"	"se"
"11enylpalmitoyl2oleoylGPEP160181*1"	"277"	"ADI1x"	93	3	1.1866	0.14390847647029	1.19596	1.1866	0.192204264	1.03824	1.3256	0.28736	-0.06476618967375	-2.33333333333333	0.083085597628791
"11enylpalmitoyl2oleoylGPEP160181*2"	"278"	"ADI2x"	93	3	0.989436666666667	0.180618582746442	1.02827	0.989436666666667	0.176740746	0.79256	1.14748	0.35492	-0.205063237039824	-2.33333333333333	0.104280187369307
"11enylpalmitoyl2oleoylGPEP160181*3"	"279"	"Ctrl"	93	3	0.97466	0.251050298745092	0.91166	0.97466	0.22320543	0.76111	1.25121	0.4901	0.235142732407313	-2.33333333333333	0.144943957560615
"11enylpalmitoyl2palmitoylGPCP160160*1"	"280"	"ADI1x"	94	3	0.836223333333333	0.149555207977968	0.85636	0.836223333333333	0.175436058	0.67762	0.97469	0.29707	-0.13220275503016	-2.33333333333333	0.08634573958479
"11enylpalmitoyl2palmitoylGPCP160160*2"	"281"	"ADI2x"	94	3	0.9859	0.017507332749451	0.98299	0.9859	0.019214496	0.97003	1.00468	0.03465	0.161623886266388	-2.33333333333333	0.010107863275688
"11enylpalmitoyl2palmitoylGPCP160160*3"	"282"	"Ctrl"	94	3	1.10205333333333	0.106396613824564	1.10273	1.10205333333333	0.156236388	0.99532	1.20811	0.21279	-0.00635959428337	-2.33333333333333	0.061428113632477
"11enylpalmitoyl2palmitoleoylGPCP160161*1"	"283"	"ADI1x"	95	3	0.64159	0.171903771628199	0.6165	0.64159	0.197022714	0.48361	0.82466	0.34105	0.142844570068561	-2.33333333333333	0.099248688824253
"11enylpalmitoyl2palmitoleoylGPCP160161*2"	"284"	"ADI2x"	95	3	0.938783333333333	0.170968267913474	1.01272	0.938783333333333	0.070601412	0.74329	1.06034	0.31705	-0.351579922141861	-2.33333333333333	0.098708575502728
"11enylpalmitoyl2palmitoleoylGPCP160161*3"	"285"	"Ctrl"	95	3	0.892863333333333	0.198598717098911	0.98728	0.892863333333333	0.058355136	0.66467	1.02664	0.36197	-0.367961745505152	-2.33333333333333	0.114661022777771
"11enylpalmitoyl2arachidonoylGPEP160204*1"	"286"	"ADI1x"	96	3	1.15377	0.17100005029239	1.23599	1.15377	0.047650764	0.95719	1.26813	0.31094	-0.369659809610157	-2.33333333333333	0.098726925067751
"11enylpalmitoyl2arachidonoylGPEP160204*2"	"287"	"ADI2x"	96	3	1.01227	0.146616461899747	1.0934	1.01227	0.010363374	0.84302	1.10039	0.25737	-0.383916198565632	-2.33333333333333	0.08464905374545
"11enylpalmitoyl2arachidonoylGPEP160204*3"	"288"	"Ctrl"	96	3	1.02734666666667	0.168272444664399	0.96319	1.02734666666667	0.09281076	0.90059	1.21826	0.31767	0.325844090761172	-2.33333333333333	0.097152141224187
"11enylpalmitoyl2oleoylGPCP160181*1"	"289"	"ADI1x"	97	3	0.82767	0.193212322847172	0.83608	0.82767	0.267549996	0.63039	1.01654	0.38615	-0.043444776780507	-2.33333333333333	0.111551186606568
"11enylpalmitoyl2oleoylGPCP160181*2"	"290"	"ADI2x"	97	3	0.95192	0.046622454890321	0.97356	0.95192	0.015166998	0.89841	0.98379	0.08538	-0.364157164370343	-2.33333333333333	0.026917486881208
"11enylpalmitoyl2oleoylGPCP160181*3"	"291"	"Ctrl"	97	3	1.09940666666667	0.10470809153706	1.05075	1.09940666666667	0.033907062	1.02788	1.21959	0.19171	0.364345871466064	-2.33333333333333	0.060453244835254
"11enylstearoyl2linoleoylGPEP180182*1"	"292"	"ADI1x"	98	3	1.17955666666667	0.165390687867647	1.213	1.17955666666667	0.167044542	1	1.32567	0.32567	-0.193940173678972	-2.33333333333333	0.095488358161843
"11enylstearoyl2linoleoylGPEP180182*2"	"293"	"ADI2x"	98	3	0.9909	0.444402115206487	0.8107	0.9909	0.21616308	0.6649	1.4971	0.8322	0.338817766637101	-2.33333333333333	0.256575680842905
"11enylstearoyl2linoleoylGPEP180182*3"	"294"	"Ctrl"	98	3	0.994893333333333	0.358149037459733	0.8052	0.994893333333333	0.049978446	0.77149	1.40799	0.6365	0.381067615646716	-2.33333333333333	0.206777443187382
"2palmitoylglycerol1601"	"295"	"ADI1x"	99	3	1.01361	0.232065469426194	0.97376	1.01361	0.251612046	0.80405	1.26302	0.45897	0.166655252840842	-2.33333333333333	0.13398306124283
"2palmitoylglycerol1602"	"296"	"ADI2x"	99	3	0.74701	0.369196988205484	0.67876	0.74701	0.388530156	0.4167	1.14557	0.72887	0.178543333611988	-2.33333333333333	0.213155980524435
"2palmitoylglycerol1603"	"297"	"Ctrl"	99	3	1.10117666666667	0.442172195567896	1.07637	1.10117666666667	0.599622744	0.67193	1.55523	0.8833	0.055925248236921	-2.33333333333333	0.255288236139292
"2linoleoylglycerol1821"	"298"	"ADI1x"	100	3	0.822156666666667	0.213757807888585	0.90294	0.822156666666667	0.119808906	0.57978	0.98375	0.40397	-0.323944086316146	-2.33333333333333	0.123413127925859
"2linoleoylglycerol1822"	"299"	"ADI2x"	100	3	0.86697	0.201667436141783	0.80423	0.86697	0.14840826	0.70413	1.09255	0.38842	0.280995179332883	-2.33333333333333	0.11643274854324
"2linoleoylglycerol1823"	"300"	"Ctrl"	100	3	1.10690333333333	0.126839961500047	1.16277	1.10690333333333	0.04959297	0.96172	1.19622	0.2345	-0.355004391143125	-2.33333333333333	0.073231085916054
"diacylglycerol1401811601612*1"	"301"	"ADI1x"	101	3	0.85919	0.457514513321709	1.06726	0.85919	0.160758318	0.33462	1.17569	0.84107	-0.360721480906512	-2.33333333333333	0.264146127424449
"diacylglycerol1401811601612*2"	"302"	"ADI2x"	101	3	0.446516666666667	0.193810711864265	0.33462	0.446516666666667	0	0.33462	0.67031	0.33569	0.384900179459751	-2.33333333333333	0.111896666666667
"diacylglycerol1401811601612*3"	"303"	"Ctrl"	101	3	0.39132	0.098207280789155	0.33462	0.39132	0	0.33462	0.50472	0.1701	0.384900179459751	-2.33333333333333	0.0567
"palmitoylpalmitoylglycerol1601601*1"	"304"	"ADI1x"	102	3	0.869636666666667	0.346087981636654	0.96884	0.869636666666667	0.27643077	0.48478	1.15529	0.67051	-0.263090412032732	-2.33333333333333	0.199813989361217
"palmitoylpalmitoylglycerol1601601*2"	"305"	"ADI2x"	102	3	0.60037	0.200207752846887	0.48478	0.60037	0	0.48478	0.83155	0.34677	0.384900179459751	-2.33333333333333	0.11559
"palmitoylpalmitoylglycerol1601601*3"	"306"	"Ctrl"	102	3	1.21038666666667	0.257307009102615	1.09478	1.21038666666667	0.094323012	1.03116	1.50522	0.47406	0.358597485063343	-2.33333333333333	0.148556270969772
"palmitoylpalmitoylglycerol1601602*1"	"307"	"ADI1x"	103	3	1.18127	0.391227920910561	1.17638	1.18127	0.569125662	0.79251	1.57492	0.78241	0.012497155200925	-2.33333333333333	0.22587554545221
"palmitoylpalmitoylglycerol1601602*2"	"308"	"ADI2x"	103	3	0.725713333333333	0.194918779067932	0.71368	0.725713333333333	0.261812334	0.53709	0.92637	0.38928	0.061499829088053	-2.33333333333333	0.112536409564984
"palmitoylpalmitoylglycerol1601602*3"	"309"	"Ctrl"	103	3	1.37867	0.244009330354394	1.31298	1.37867	0.20571075	1.17423	1.6488	0.47457	0.249700063910058	-2.33333333333333	0.14087885256489
"palmitoyloleoylglycerol1601811*1"	"310"	"ADI1x"	104	3	1.00481666666667	0.208215046606467	0.89074	1.00481666666667	0.018043242	0.87857	1.24514	0.36657	0.383421401521224	-2.33333333333333	0.120213013207574
"palmitoyloleoylglycerol1601811*2"	"311"	"ADI2x"	104	3	0.83568	0.398416825322425	0.73421	0.83568	0.35048664	0.49781	1.27502	0.77721	0.238163402450825	-2.33333333333333	0.230026061349578
"palmitoyloleoylglycerol1601811*3"	"312"	"Ctrl"	104	3	1.11954	0.216222136470806	1.08293	1.11954	0.235688922	0.92396	1.35173	0.42777	0.164462625626311	-2.33333333333333	0.124835908696176
"palmitoyloleoylglycerol1601812*1"	"313"	"ADI1x"	105	3	1.09993333333333	0.225482161009099	1.20026	1.09993333333333	0.085368108	0.8417	1.25784	0.41614	-0.356855656399707	-2.33333333333333	0.130182186356062
"palmitoyloleoylglycerol1601812*2"	"314"	"ADI2x"	105	3	0.785646666666667	0.28769045523502	0.78909	0.785646666666667	0.418849326	0.49625	1.0716	0.57535	-0.011967168179822	-2.33333333333333	0.166098161773225
"palmitoyloleoylglycerol1601812*3"	"315"	"Ctrl"	105	3	1.06449333333333	0.282477903973626	1.13471	1.06449333333333	0.252827778	0.75353	1.30524	0.55171	-0.233214864802162	-2.33333333333333	0.163088693899294
"glycosylNpalmitoylsphingosined1811601"	"316"	"ADI1x"	106	3	0.945253333333333	0.124815666618151	0.94388	0.945253333333333	0.18198915	0.82113	1.07075	0.24962	0.011001560219234	-2.33333333333333	0.072062358721072
"glycosylNpalmitoylsphingosined1811602"	"317"	"ADI2x"	106	3	1.01051666666667	0.032243111409002	1.0044	1.01051666666667	0.033551238	0.98177	1.04538	0.06361	0.18287754526267	-2.33333333333333	0.018615569051499
"glycosylNpalmitoylsphingosined1811603"	"318"	"Ctrl"	106	3	0.91926	0.098120929469711	0.8921	0.91926	0.080831352	0.83758	1.0281	0.19052	0.255593065806133	-2.33333333333333	0.056650145042474
"glycosylNstearoylsphingosined1811801"	"319"	"ADI1x"	107	3	0.81339	0.16252945179259	0.90633	0.81339	0.002653854	0.62572	0.90812	0.2824	-0.38484765796595	-2.33333333333333	0.093836422743694
"glycosylNstearoylsphingosined1811802"	"320"	"ADI2x"	107	3	0.93546	0.164856037499389	1.00157	0.93546	0.082180518	0.74781	1.057	0.30919	-0.336527366769831	-2.33333333333333	0.095179677627807
"glycosylNstearoylsphingosined1811803"	"321"	"Ctrl"	107	3	0.87383	0.113502907451748	0.84673	0.87383	0.10437504	0.77633	0.99843	0.2221	0.225149501462704	-2.33333333333333	0.065530934171072
"glycosylNbehenoylsphingadienined182220*1"	"322"	"ADI1x"	108	3	0.71547	0.312873842307087	0.71993	0.71547	0.453912816	0.40039	1.02609	0.6257	-0.014252050217631	-2.33333333333333	0.180637797078389
"glycosylNbehenoylsphingadienined182220*2"	"323"	"ADI2x"	108	3	1.09852333333333	0.159031249235279	1.04402	1.09852333333333	0.103945086	0.97391	1.27764	0.30373	0.3024657222766	-2.33333333333333	0.091816734555551
"glycosylNbehenoylsphingadienined182220*3"	"324"	"Ctrl"	108	3	0.744066666666667	0.320130305708993	0.73083	0.744066666666667	0.444883782	0.43076	1.07061	0.63985	0.041277056709438	-2.33333333333333	0.184827318176844
"glycosylceramided161241d181221*1"	"325"	"ADI1x"	109	3	0.791276666666667	0.229202766417278	0.82997	0.791276666666667	0.25011462	0.54519	0.99867	0.45348	-0.164005893576608	-2.33333333333333	0.132330278890022
"glycosylceramided161241d181221*2"	"326"	"ADI2x"	109	3	0.79673	0.465653118426152	0.59582	0.79673	0.193568256	0.46526	1.32911	0.86385	0.351139726626877	-2.33333333333333	0.268844953272328
"glycosylceramided161241d181221*3"	"327"	"Ctrl"	109	3	0.983816666666667	0.318641288180508	1.07863	0.983816666666667	0.245607516	0.62853	1.24429	0.61576	-0.271209841617478	-2.33333333333333	0.183967633505945
"glycosylceramided181200d161220*1"	"328"	"ADI1x"	110	3	1.13265666666667	0.261664993710151	1.02225	1.13265666666667	0.115583496	0.94429	1.43143	0.48714	0.346820138238278	-2.33333333333333	0.151072354556057
"glycosylceramided181200d161220*2"	"329"	"ADI2x"	110	3	0.9725	0.181050954429962	0.94715	0.9725	0.210069594	0.80546	1.16489	0.35943	0.137270900874844	-2.33333333333333	0.104529817277177
"glycosylceramided181200d161220*3"	"330"	"Ctrl"	110	3	0.91731	0.135409257807581	0.8798	0.91731	0.111476694	0.80461	1.06752	0.26291	0.255755365329885	-2.33333333333333	0.078178571445974
"glycosylceramided181231d171241*1"	"331"	"ADI1x"	111	3	0.845783333333333	0.178257715775036	0.87943	0.845783333333333	0.185903214	0.6531	1.00482	0.35172	-0.18202810576621	-2.33333333333333	0.102917140187845
"glycosylceramided181231d171241*2"	"332"	"ADI2x"	111	3	0.929683333333333	0.396978209771435	0.99518	0.929683333333333	0.436862916	0.50403	1.28984	0.78581	-0.160496914695895	-2.33333333333333	0.229195476273954
"glycosylceramided181231d171241*3"	"333"	"Ctrl"	111	3	0.80229	0.286449192004446	0.82759	0.80229	0.367180716	0.50403	1.07525	0.57122	-0.08763381925251	-2.33333333333333	0.165381518112918
"cholate1"	"334"	"ADI1x"	112	3	0.432123333333333	0.268251658398104	0.28122	0.432123333333333	0.011727366	0.27331	0.74184	0.46853	0.384523710275529	-2.33333333333333	0.154875167186709
"cholate2"	"335"	"ADI2x"	112	3	0.441773333333333	0.050258283231059	0.43292	0.441773333333333	0.053951814	0.39653	0.49587	0.09934	0.170690349424418	-2.33333333333333	0.02901663335246
"cholate3"	"336"	"Ctrl"	112	3	6.32994333333333	6.90163379942991	3.8597	6.32994333333333	4.234809684	1.00336	14.12677	13.12341	0.312068982861833	-2.33333333333333	3.98466013194908
"taurocholate1"	"337"	"ADI1x"	113	3	1.24955666666667	0.196672428757397	1.29832	1.24955666666667	0.176340444	1.03309	1.41726	0.38417	-0.232699615972123	-2.33333333333333	0.113548879685261
"taurocholate2"	"338"	"ADI2x"	113	3	0.75025	0.052112778663203	0.74297	0.75025	0.060504906	0.70216	0.80562	0.10346	0.136970798807758	-2.33333333333333	0.03008732678942
"taurocholate3"	"339"	"Ctrl"	113	3	0.911783333333333	0.233894148993371	0.96691	0.911783333333333	0.216874728	0.65525	1.11319	0.45794	-0.222598024423266	-2.33333333333333	0.135038849883201
"taurochenodeoxycholate1"	"340"	"ADI1x"	114	3	1.64443	0.139798805073577	1.6202	1.64443	0.151032462	1.51833	1.79476	0.27643	0.1681139607661	-2.33333333333333	0.080712877741618
"taurochenodeoxycholate2"	"341"	"ADI2x"	114	3	0.909506666666667	0.080628769265897	0.90435	0.909506666666667	0.107888802	0.83158	0.99259	0.16101	0.063694066760358	-2.33333333333333	0.046551041640094
"taurochenodeoxycholate3"	"342"	"Ctrl"	114	3	0.931863333333333	0.276687997631508	1.0837	0.931863333333333	0.023261994	0.6125	1.09939	0.48689	-0.383508239960439	-2.33333333333333	0.15974588991409
"betamuricholate1"	"343"	"ADI1x"	115	3	0.447393333333333	0.271256071145575	0.31872	0.447393333333333	0.08050518	0.26442	0.75904	0.49462	0.367621105064157	-2.33333333333333	0.156609765695218
"betamuricholate2"	"344"	"ADI2x"	115	3	0.891956666666667	0.198008761759002	0.93529	0.891956666666667	0.191878092	0.67587	1.06471	0.38884	-0.208364284919378	-2.33333333333333	0.114320411903464
"betamuricholate3"	"345"	"Ctrl"	115	3	4.32214	4.4384737593344	2.72931	4.32214	2.712312918	0.89988	9.33723	8.43735	0.312651264333721	-2.33333333333333	2.5625540197428
"alphamuricholate1"	"346"	"ADI1x"	116	3	0.51287	0.438715739289121	0.38972	0.51287	0.357054558	0.14889	1	0.85111	0.258587285538336	-2.33333333333333	0.2532926501763
"alphamuricholate2"	"347"	"ADI2x"	116	3	0.51237	0.345878261386864	0.55078	0.51237	0.425002116	0.14889	0.83744	0.68855	-0.109681129966234	-2.33333333333333	0.199692907318546
"alphamuricholate3"	"348"	"Ctrl"	116	3	6.47491	6.62187768696312	4.66417	6.47491	5.511432066	0.94676	13.8138	12.86704	0.253001344127028	-2.33333333333333	3.82314286510893
"tauroalphamuricholate1"	"349"	"ADI1x"	117	3	0.965436666666667	0.071002743843695	0.98446	0.965436666666667	0.060089778	0.88686	1.02499	0.13813	-0.24869147504171	-2.33333333333333	0.040993453271359
"tauroalphamuricholate2"	"350"	"ADI2x"	117	3	0.70853	0.306057404582866	0.60096	0.70853	0.193004868	0.47078	1.05385	0.58307	0.308052511127626	-2.33333333333333	0.176702324923396
"tauroalphamuricholate3"	"351"	"Ctrl"	117	3	1.55472	0.685524921210017	1.80192	1.55472	0.415780344	0.77988	2.08236	1.30248	-0.313710076009768	-2.33333333333333	0.3957879977968
"taurobetamuricholate1"	"352"	"ADI1x"	118	3	1.11170666666667	0.15797778082165	1.16254	1.11170666666667	0.111891822	0.93457	1.23801	0.30344	-0.288458833417656	-2.33333333333333	0.091208514283359
"taurobetamuricholate2"	"353"	"ADI2x"	118	3	0.75413	0.070172818099318	0.72323	0.75413	0.027457752	0.70471	0.83445	0.12974	0.354958979087695	-2.33333333333333	0.040514295419436
"taurobetamuricholate3"	"354"	"Ctrl"	118	3	1.00751666666667	0.258355535131983	1.11151	1.00751666666667	0.127740816	0.71337	1.19767	0.4843	-0.337302889499919	-2.33333333333333	0.14916163775508
"deoxycholate1"	"355"	"ADI1x"	119	3	0.591516666666667	0.378061182394243	0.44566	0.591516666666667	0.20393163	0.30811	1.02078	0.71267	0.32837786517156	-2.33333333333333	0.218273725425465
"deoxycholate2"	"356"	"ADI2x"	119	3	0.81733	0.476610009546589	0.69271	0.81733	0.41112498	0.41541	1.34387	0.92846	0.243595497560656	-2.33333333333333	0.275170917310193
"deoxycholate3"	"357"	"Ctrl"	119	3	2.08244666666667	1.58484468016059	2.03253	2.08244666666667	2.237806788	0.52315	3.69166	3.16851	0.031465006802082	-2.33333333333333	0.915010502714465
"taurodeoxycholate1"	"358"	"ADI1x"	120	3	1.22353666666667	0.106090550631681	1.25997	1.22353666666667	0.069148464	1.10403	1.30661	0.20258	-0.302916246496194	-2.33333333333333	0.061251407965677
"taurodeoxycholate2"	"359"	"ADI2x"	120	3	0.830856666666667	0.168280944950203	0.84198	0.830856666666667	0.224347032	0.65729	0.9933	0.33601	-0.065810977480632	-2.33333333333333	0.097157048866484
"taurodeoxycholate3"	"360"	"Ctrl"	120	3	0.85664	0.152840230633168	0.81519	0.85664	0.128081814	0.7288	1.02593	0.29713	0.25125201231241	-2.33333333333333	0.088242348299064
"ursodeoxycholate1"	"361"	"ADI1x"	121	3	0.3515	0.388083303943883	0.12744	0.3515	0	0.12744	0.79962	0.67218	0.384900179459751	-2.33333333333333	0.22406
"ursodeoxycholate2"	"362"	"ADI2x"	121	3	0.6118	0.23872791060117	0.49932	0.6118	0.072988398	0.45009	0.88599	0.4359	0.366567709038505	-2.33333333333333	0.137829623448662
"ursodeoxycholate3"	"363"	"Ctrl"	121	3	6.28722333333333	7.51654637677659	3.40972	6.28722333333333	4.114481868	0.63454	14.81741	14.18287	0.32671870793143	-2.33333333333333	4.33968007400827
"tauroursodeoxycholate1"	"364"	"ADI1x"	122	3	1.60621	0.564405693451085	1.86847	1.60621	0.18280458	0.95839	1.99177	1.03338	-0.364337792015569	-2.33333333333333	0.325859779046141
"tauroursodeoxycholate2"	"365"	"ADI2x"	122	3	0.850666666666667	0.073837826575092	0.80953	0.850666666666667	0.004403322	0.80656	0.93591	0.12935	0.384199720782908	-2.33333333333333	0.042630289049506
"tauroursodeoxycholate3"	"366"	"Ctrl"	122	3	0.981136666666667	0.145641951488345	1.04161	0.981136666666667	0.066998694	0.815	1.0868	0.2718	-0.343632505865049	-2.33333333333333	0.084086419897098
"taurohyodeoxycholicacid1"	"367"	"ADI1x"	123	3	0.632373333333333	0.548075542451342	0.40941	0.632373333333333	0.264629274	0.23092	1.25679	1.02587	0.339485896073997	-2.33333333333333	0.316431561970533
"taurohyodeoxycholicacid2"	"368"	"ADI2x"	123	3	0.297483333333333	0.058085421865846	0.32363	0.297483333333333	0.021156702	0.23092	0.3379	0.10698	-0.35893056396654	-2.33333333333333	0.033535633950239
"taurohyodeoxycholicacid3"	"369"	"Ctrl"	123	3	2.86525666666667	3.32532711068149	1.59916	2.86525666666667	1.838735346	0.35895	6.63766	6.27871	0.325548782469968	-2.33333333333333	1.91987850249552
"7ketodeoxycholate1"	"370"	"ADI1x"	124	3	0.072043333333333	0.027943753028778	0.05591	0.072043333333333	0	0.05591	0.10431	0.0484	0.384900179459751	-2.33333333333333	0.016133333333333
"7ketodeoxycholate2"	"371"	"ADI2x"	124	3	0.449	0.205912623945206	0.56333	0.449	0.01341753	0.21129	0.57238	0.36109	-0.384063913452941	-2.33333333333333	0.118883708864307
"7ketodeoxycholate3"	"372"	"Ctrl"	124	3	7.66212333333333	8.31338282400933	5.25735	7.66212333333333	6.584434164	0.81621	16.91281	16.0966	0.265061209714809	-2.33333333333333	4.7997338113182
"ursocholate1"	"373"	"ADI1x"	125	3	0.28554	0	0.28554	0.28554	0	0.28554	0.28554	0	NA	NA	0
"ursocholate2"	"374"	"ADI2x"	125	3	0.76316	0.294162736083278	0.85564	0.76316	0.213983658	0.43387	0.99997	0.5661	-0.283310996648041	-2.33333333333333	0.169834934863237
"ursocholate3"	"375"	"Ctrl"	125	3	2.11614	2.03562430573522	1.00003	2.11614	0.173968284	0.88269	4.4657	3.58301	0.383461887093684	-2.33333333333333	1.17526824088517
"inosine1"	"376"	"ADI1x"	126	3	0.993183333333333	0.372300265422056	0.88574	0.993183333333333	0.295511832	0.68642	1.40739	0.72097	0.26455743349246	-2.33333333333333	0.214947658460793
"inosine2"	"377"	"ADI2x"	126	3	1.15056	0.139897339860342	1.17669	1.15056	0.146569836	0.99944	1.27555	0.27611	-0.180263688508486	-2.33333333333333	0.080769766827281
"inosine3"	"378"	"Ctrl"	126	3	0.65261	0.430901028195571	0.58421	0.65261	0.480673746	0.26	1.11362	0.85362	0.154737370932284	-2.33333333333333	0.248780824622799
"hypoxanthine1"	"379"	"ADI1x"	127	3	1.24220333333333	0.71824869441812	1.0327	1.24220333333333	0.56442582	0.652	2.04191	1.38991	0.26686939803172	-2.33333333333333	0.414681077067399
"hypoxanthine2"	"380"	"ADI2x"	127	3	0.823863333333333	0.284366783632219	0.94279	0.823863333333333	0.128496942	0.49934	1.02946	0.53012	-0.345067967796233	-2.33333333333333	0.16417923907865
"hypoxanthine3"	"381"	"Ctrl"	127	3	0.660693333333333	0.295563678643593	0.5245	0.660693333333333	0.098919072	0.45778	0.9998	0.54202	0.362952316670483	-2.33333333333333	0.170643769427555
"7methylguanine1"	"382"	"ADI1x"	128	3	1.07688333333333	0.344032213075074	1.23256	1.07688333333333	0.1230558	0.68253	1.31556	0.63303	-0.359850140427581	-2.33333333333333	0.198627090828797
"7methylguanine2"	"383"	"ADI2x"	128	3	0.993676666666667	0.116436924698883	0.98072	0.993676666666667	0.143011596	0.88426	1.11605	0.23179	0.109898401760771	-2.33333333333333	0.067224889818512
"7methylguanine3"	"384"	"Ctrl"	128	3	0.87599	0.080609382208276	0.88974	0.87599	0.08762166	0.78939	0.94884	0.15945	-0.16561259724574	-2.33333333333333	0.046539848517158
"dihydroorotate1"	"385"	"ADI1x"	129	3	0.496286666666667	0.195272324033216	0.4429	0.496286666666667	0.162552264	0.33326	0.7127	0.37944	0.252960891668391	-2.33333333333333	0.112740528845861
"dihydroorotate2"	"386"	"ADI2x"	129	3	0.759206666666667	0.737761267981271	0.33326	0.759206666666667	0	0.33326	1.6111	1.27784	0.38490017945975	-2.33333333333333	0.425946666666667
"dihydroorotate3"	"387"	"Ctrl"	129	3	0.385293333333333	0.090124377020501	0.33326	0.385293333333333	0	0.33326	0.48936	0.1561	0.384900179459751	-2.33333333333333	0.052033333333333
"orotate1"	"388"	"ADI1x"	130	3	0.74879	0.158597463094464	0.7635	0.74879	0.201663252	0.58335	0.89952	0.31617	-0.091952636274915	-2.33333333333333	0.091566288010381
"orotate2"	"389"	"ADI2x"	130	3	0.787916666666667	0.135968547956258	0.81467	0.787916666666667	0.13914201	0.64056	0.90852	0.26796	-0.189143587467419	-2.33333333333333	0.078501477763868
"orotate3"	"390"	"Ctrl"	130	3	1.19804	0.28815596141673	1.242	1.19804	0.325712394	0.89043	1.46169	0.57126	-0.149005768890072	-2.33333333333333	0.166366921892544
"orotidine1"	"391"	"ADI1x"	131	3	0.99214	0.187526353614632	0.9541	0.99214	0.18910563	0.82655	1.19577	0.36922	0.194504408272237	-2.33333333333333	0.108268390739557
"orotidine2"	"392"	"ADI2x"	131	3	1.03660666666667	0.159305057777	1.04605	1.03660666666667	0.214873218	0.87279	1.19098	0.31819	-0.059070003013213	-2.33333333333333	0.09197481799082
"orotidine3"	"393"	"Ctrl"	131	3	1.08887333333333	0.091150548727549	1.06766	1.08887333333333	0.085190196	1.0102	1.18876	0.17856	0.220123356106968	-2.33333333333333	0.052625793844633
"2'Omethyluridine1"	"394"	"ADI1x"	132	3	0.628643333333333	0.010103629710818	0.62281	0.628643333333333	0	0.62281	0.64031	0.0175	0.38490017945975	-2.33333333333333	0.005833333333333
"2'Omethyluridine2"	"395"	"ADI2x"	132	3	0.767716666666667	0.203209461968023	0.68034	0.767716666666667	0.085293978	0.62281	1	0.37719	0.350485544761634	-2.33333333333333	0.117323037569117
"2'Omethyluridine3"	"396"	"Ctrl"	132	3	0.666963333333333	0.076475816656858	0.62281	0.666963333333333	0	0.62281	0.75527	0.13246	0.38490017945975	-2.33333333333333	0.044153333333333
"56dihydrouracil1"	"397"	"ADI1x"	133	3	0.625226666666667	0.188458674868878	0.51642	0.625226666666667	0	0.51642	0.84284	0.32642	0.38490017945975	-2.33333333333333	0.108806666666667
"56dihydrouracil2"	"398"	"ADI2x"	133	3	0.71678	0.176983945034571	0.7821	0.71678	0.103366872	0.51642	0.85182	0.3354	-0.318799780724384	-2.33333333333333	0.102181728307951
"56dihydrouracil3"	"399"	"Ctrl"	133	3	0.966223333333333	0.368652342232263	1.13458	0.966223333333333	0.127592556	0.54345	1.22064	0.67719	-0.361436884627739	-2.33333333333333	0.212841529025183
"2'deoxyuridine1"	"400"	"ADI1x"	134	3	0.863163333333333	0.171472762365728	0.9462	0.863163333333333	0.046123686	0.66598	0.97731	0.31133	-0.370696010353146	-2.33333333333333	0.098999845510542
"2'deoxyuridine2"	"401"	"ADI2x"	134	3	0.915906666666667	0.096246139836013	0.9564	0.915906666666667	0.042832314	0.80603	0.98529	0.17926	-0.346253525644255	-2.33333333333333	0.055567734742784
"2'deoxyuridine3"	"402"	"Ctrl"	134	3	0.996403333333333	0.00788882965549	0.99516	0.996403333333333	0.00882147	0.98921	1.00484	0.01563	0.153691878218209	-2.33333333333333	0.004554617925188
"cytidine1"	"403"	"ADI1x"	135	3	1.28658666666667	0.208774514089564	1.3109	1.28658666666667	0.253880424	1.06672	1.48214	0.41542	-0.11487794947981	-2.33333333333333	0.120536021909543
"cytidine2"	"404"	"ADI2x"	135	3	0.868983333333333	0.167886241346137	0.94712	0.868983333333333	0.054025944	0.67627	0.98356	0.30729	-0.364600708560566	-2.33333333333333	0.096929166634427
"cytidine3"	"405"	"Ctrl"	135	3	1.09982	0.173487808505382	1.01435	1.09982	0.04255062	0.98565	1.29946	0.31381	0.373083792667943	-2.33333333333333	0.1001632329417
"5methylcytidine1"	"406"	"ADI1x"	136	3	0.786743333333333	0.271625981145643	0.62992	0.786743333333333	0	0.62992	1.10039	0.47047	0.38490017945975	-2.33333333333333	0.156823333333333
"5methylcytidine2"	"407"	"ADI2x"	136	3	0.651133333333333	0.036742571131228	0.62992	0.651133333333333	0	0.62992	0.69356	0.06364	0.38490017945975	-2.33333333333333	0.021213333333333
"5methylcytidine3"	"408"	"Ctrl"	136	3	0.653086666666667	0.040125843708679	0.62992	0.653086666666667	0	0.62992	0.69942	0.0695	0.384900179459751	-2.33333333333333	0.023166666666667
"N4acetylcytidine1"	"409"	"ADI1x"	137	3	1.24622333333333	0.238091209483537	1.37426	1.24622333333333	0.027635664	0.97151	1.3929	0.42139	-0.382247845157026	-2.33333333333333	0.137462023887003
"N4acetylcytidine2"	"410"	"ADI2x"	137	3	0.93212	0.094480290008022	0.91018	0.93212	0.088422264	0.85054	1.03564	0.1851	0.219695385222436	-2.33333333333333	0.054548220869246
